listing_id,listing_name,description,listing_type,room_type,cover_photo_url,photos_count,photo_urls,host_id,host_name,cohost_ids,cohost_names,superhost,latitude,longitude,guests,bedrooms,beds,baths,registration,amenities,instant_book,professional_management,min_nights,cancellation_policy,checkin_time,checkout_time,guest_favorite,exact_location,currency,cleaning_fee,extra_guest_fee,single_fee_structure,num_reviews,rating_overall,rating_accuracy,rating_checkin,rating_cleanliness,rating_communication,rating_location,rating_value,ttm_revenue,ttm_revenue_native,ttm_avg_rate,ttm_avg_rate_native,ttm_occupancy,ttm_adjusted_occupancy,ttm_revpar,ttm_revpar_native,ttm_adjusted_revpar,ttm_adjusted_revpar_native,ttm_avg_min_nights,ttm_avg_length_of_stay,ttm_reserved_days,ttm_blocked_days,ttm_available_days,ttm_total_days,l90d_revenue,l90d_revenue_native,l90d_avg_rate,l90d_avg_rate_native,l90d_occupancy,l90d_adjusted_occupancy,l90d_revpar,l90d_revpar_native,l90d_adjusted_revpar,l90d_adjusted_revpar_native,l90d_avg_min_nights,l90d_avg_length_of_stay,l90d_reserved_days,l90d_blocked_days,l90d_available_days,l90d_total_days
3377766,Room I.,,Private room in home,private_room,https://a0.muscache.com/im/pictures/51400310/791a6ffe_original.jpg,15,,855355,Valgeir,3246440,Sigríður,true,64.1004,-21.8518,,,1,0.0,true,"High chair,Wifi,Kitchen,Free parking on premises,Hot water kettle,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Laundromat nearby,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Clothing storage,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Shower gel,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance,Toaster",,false,2,Firm,,,,,ISK,17,23,,132,4.77,4.8,4.9,4.6,4.9,4.6,4.7,9206.0,1171450.0,114.4,14628.1,0.205,0.205,24.8,3156.1,24.8,3156.1,1.7,8.3,75,0,290,365,0.0,0.0,115.8,14739.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,90,90
3377842,Room III.,,Private room in home,private_room,https://a0.muscache.com/im/pictures/51403309/b2b15fe6_original.jpg,16,,855355,Valgeir,3246440,Sigríður,true,64.1027,-21.8507,,,2,0.0,true,"High chair,Wifi,Kitchen,Free parking on premises,Hot water kettle,Hot water,Bed linens,Extra pillows and blankets,Free street parking,Laundromat nearby,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Clothing storage,Stove,Wine glasses,Washer,Dryer,Smoke alarm,Shower gel,Carbon monoxide alarm,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Freezer,Private entrance",,false,2,Firm,,,,,ISK,17,23,,51,4.67,4.6,4.8,4.5,4.7,4.6,4.6,10710.0,1362839.0,133.1,17013.3,0.184,0.184,29.0,3686.4,29.0,3686.4,1.8,8.4,67,0,298,365,0.0,0.0,129.1,16432.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,90,90
3407815,Family home in downtown Reykjavik,"Our friendly family home is in an old-style but fully renovated house with private parking on a quiet street metres away from Laugavegur, the main street for shopping and restaurants in downtown Reykjavik.<br /><br /><b>The space</b><br />The apartment is on three floors.  The main floor has a large living/dining room, a bathroom with a washing machine and dryer, and a fully equipped kitchen which opens on to a large south facing deck with deck-furniture and a barbecue.<br /><br />The upper floor has two bedrooms; the larger room has an extra large twin-bed (extra mattress under it) and a workspace, and the smaller room has a wide single bed.  <br /><br />The basement has a large bedroom with a double bed (140 cm wide) and a TV lounge. <br /><br />There is a small garden around the house and private parking by the side.<br /><br />Registered home-rental: HG-00004477<br /><br /><b>Guest access</b><br />Free wi-fi and parking.<br /><br /><b>Registration Details</b><br />HG-00004477",Entire home,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/b758dfae-0541-4457-98be-385a366d557b.jpeg,20,"https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/b758dfae-0541-4457-98be-385a366d557b.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/f30acb3c-13f9-40bc-a3f3-64c6acdfb317.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/5e956379-ab13-4041-a524-7f6bf296cdae.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/c838ff98-ef98-428e-8b46-58b03eaa8c89.jpeg,https://a0.muscache.com/im/pictures/69d097f1-f35b-4503-867e-d82921e79966.jpg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/b6d7011f-78d2-4796-8693-3ac56eff1abc.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/b03c70e7-552b-429d-9920-f008acbefe72.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/1078305e-0251-4dd5-8a71-7bfe04785d28.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/698082e3-e015-4940-ba69-22db7b7d4687.png,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/0139a55c-258d-40f2-8917-6288bb6eb130.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/68e801c4-6e1a-476f-b0b2-7fcd202ee588.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/78e7e1f2-ddbb-4889-82f1-930058385f42.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/fa94f526-ae0c-4b46-8779-f769e3222766.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/56640f58-cd7b-4ff3-a596-05e405438d8d.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/5e143700-214f-42bc-9f61-2d65a3abedcd.jpeg,https://a0.muscache.com/im/pictures/miso/Hosting-3407815/original/ecb67a30-bc69-4dbf-98d7-1c6d0ccffdad.jpeg,https://a0.muscache.com/im/pictures/495d8290-8aa1-4845-8451-53162b66e362.jpg,https://a0.muscache.com/im/pictures/fdabdb47-f34b-4e19-a55a-69b9539c7ea4.jpg,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzQwNzgxNQ%3D%3D/original/45102fee-90cb-4ccb-9204-f7da3a1f16cd.jpeg,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MzQwNzgxNQ==/original/0a81564c-8e0e-489b-8950-42404cc9cfe3.jpeg",17185805,María,"","",false,64.1439,-21.9235,6,3,3,1.0,true,"Bathtub,Hair dryer,Cleaning products,Shampoo,Conditioner,Body soap,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Room-darkening shades,Iron,Clothing storage,TV,Books and reading material,Pack ’n play/Travel crib,Baby safety gates,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Barbecue utensils,Dining table,Private entrance,Patio or balcony,Backyard,Outdoor furniture,Outdoor dining area,BBQ grill,Free parking on premises,Paid parking off premises,Long term stays allowed",,false,11,Strict,4:00 PM,12:00 PM,true,false,ISK,251,0,true,30,4.9,4.9,4.9,4.9,5.0,5.0,4.8,24339.0,3097757.0,395.5,50557.7,0.167,0.462,62.6,7962.0,173.0,22016.0,10.5,8.7,61,233,304,365,0.0,0.0,426.4,54265.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0,90,90,90
3489944,Bohemian loft apartment in heart of Reykjavik,,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/miso/Hosting-3489944/original/824b5f0b-a59c-4eab-9567-06605211b70c.jpeg,14,,17574307,Jorri And Hulda,16423671,Hulda,true,64.1459,-21.9309,2,1,1,1.0,true,"TV,Wifi,Kitchen,Room-darkening shades,Hot water kettle,Hot water,Body soap,Bed linens,Extra pillows and blankets,Outdoor furniture,Cleaning products,Coffee maker,Refrigerator,Drying rack for clothing,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Coffee,Clothing storage,Wine glasses,Washer,Dryer,Smoke alarm,Patio or balcony,First aid kit,Fire extinguisher,Essentials,Hangers,Dining table,Hair dryer,Iron,Dedicated workspace,Freezer,Sound system,Toaster",,false,22,Firm,,,,,ISK,25,0,,72,4.97,4.9,4.9,5.0,5.0,5.0,4.9,17196.0,2188178.0,177.3,22678.0,0.238,0.238,46.6,5925.3,46.6,5925.3,22.4,10.9,87,0,278,365,0.0,0.0,151.5,19274.1,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0,0,90,90
3654956,Beutiful family house in Reykjavik,"Nice and quiet family friendly area close to the sea. Beautiful terrace and garden. Towels and bed sheets are provided for all guests. Outdoor swimming pool with a water slide, hot tubs and sauna 1 km. Bus stop 2 minutes walking distance!<br /><br /><b>The space</b><br />The house is located in a nice and quiet family friendly living area, close to the sea in the east end of Reykjavik city. The house is 175 m2, and has 3 bedrooms, spacious kitchen/dining area and living room and two WC‘s, one with a shower and a bathtub. <br />1 bedroom with king size bed, one bedroom with 140 cm bed and one bedroom with two folded 80 cm bed (2x 80 cm).<br />The house comes with a beautiful terrace and garden. <br />Towels and bed sheets are provided for all guests. <br />The house is located in a beautiful outdoor area, close to the ocean and some beautiful walking paths. <br />300 m to next gas station (including fast food service) that provides necessities. A kebab place nearby and 5 minutes driving distance to more restaurants and large grocery stores.<br />Outdoor swimming pool with a water slide, hot tubs and sauna 1 km. <br />1 km to Gufunes sculpture park. <br />6,5 km to Kringlan shopping center. <br />8 km to Reykjavík city center. <br />Bus-stop only 2 minutes walking distance.<br /><br /><b>Guest access</b><br />The house is fully furnished, has a fully equipped kitchen with a coffee maker, a kettle and a dishwasher. Laundry room (washer/dryer).<br /><br /><b>Other things to note</b><br />1 bedroom with king size bed, one bedroom with 140 cm bed and one bedroom with two folded 80 cm bed (2x 80 cm). 2 bathrooms, a shower and a bathtub.",Entire home,entire_home,https://a0.muscache.com/im/pictures/46009796/ec8f4164_original.jpg,10,"https://a0.muscache.com/im/pictures/46009796/ec8f4164_original.jpg,https://a0.muscache.com/im/pictures/46009819/739a32ff_original.jpg,https://a0.muscache.com/im/pictures/46009823/49ad3718_original.jpg,https://a0.muscache.com/im/pictures/46156082/d40b5e5e_original.jpg,https://a0.muscache.com/im/pictures/46156108/1ffe66cf_original.jpg,https://a0.muscache.com/im/pictures/46156124/d96822d5_original.jpg,https://a0.muscache.com/im/pictures/46156148/5ba383d2_original.jpg,https://a0.muscache.com/im/pictures/hosting/Hosting-3654956/original/2eac3e1b-6bcf-4173-8283-9b1e7240b3ff.png,https://a0.muscache.com/im/pictures/hosting/Hosting-3654956/original/d5dc2d5d-6542-400f-b290-fc181eb007bf.png,https://a0.muscache.com/im/pictures/hosting/Hosting-3654956/original/d03bb211-03d2-457a-99a6-773b24d71d17.png",5227384,Robert,"","",false,64.1382,-21.7962,5,3,3,1.5,false,"Washer,Dryer,Essentials,TV,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Free parking on premises,Breakfast",,false,4,Moderate,2:00 PM,11:00 AM,false,false,ISK,88,0,false,3,4.67,4.7,5.0,5.0,5.0,5.0,5.0,12269.0,1563300.0,214.5,27403.5,0.162,0.162,30.7,3914.9,30.7,3914.9,4.0,3.9,59,0,306,365,439.0,55863.0,262.8,33439.7,0.011,0.011,3.9,496.3,3.9,496.3,4.0,1.0,1,0,89,90
3798929,"Nice, bright and quiet studio, close to downtown.","A small, comfortable and bright  basement studio, with private entrance in a single family house in Reykjavík west. It has  a living room with a new kitchen, a bedroom, a bathroom with shower. Free WIFI, TV with channels. Small double bed (122cm wide) in bedroom. Sofa bed (140cm wide) in the living room. Laundry  with washing machine and dryer on request. Perfect location, close to city center, shore, harbour, museums, supermarkets, cafés, swimmingpool. All facilities. Free parking.<br /><br /><b>The space</b><br />A historical funkis-house, built in 1935,  a single family house, the owner lives in house. Grown street and garden. Quiet and safe location. Walking distance to downtown, harbour, shore, supermarkets, a gourmet grocery store (Melabúðin), restaurants, bakeries, a popular café, pharmacies, outdoor swimmingpool with spa and sauna. Free parking in the street. A cosy place for a single person, also well suitable for a couple or two friends.<br /><br /><b>Guest access</b><br />Basement,  private entrance, two rooms, hall, storage, entrance. The studio is 40 squares metres, not full ceiling (210 cm). Windows face at a closed and grown garden. Free parking in the street.",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/777101e4-0b12-4fd9-985e-9df10919cdf7.jpg,5,"https://a0.muscache.com/im/pictures/777101e4-0b12-4fd9-985e-9df10919cdf7.jpg,https://a0.muscache.com/im/pictures/fa25811f-ce33-4357-9d60-62eccba3ffa4.jpg,https://a0.muscache.com/im/pictures/ea14a761-7483-42a7-b22d-d2ccad9bd357.jpg,https://a0.muscache.com/im/pictures/6e308a99-2fad-407c-a309-d6be3292cc2c.jpg,https://a0.muscache.com/im/pictures/ee33b36e-be07-48f9-8a56-64d862d2f9df.jpg",3924128,Helga,"","",true,64.1480,-21.9558,2,1,1,1.0,false,"Hair dryer,Cleaning products,Shampoo,Body soap,Hot water,Shower gel,Essentials,Hangers,Bed linens,Extra pillows and blankets,Room-darkening shades,Iron,Drying rack for clothing,Clothing storage,Ethernet connection,TV,Air conditioning,Heating,Smoke alarm,Wifi,Dedicated workspace,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Freezer,Dishwasher,Stove,Oven,Hot water kettle,Coffee maker,Wine glasses,Toaster,Baking sheet,Dining table,Coffee,Waterfront,Private entrance,Backyard,Free parking on premises,Free street parking,Luggage dropoff allowed,Long term stays allowed",,false,5,Moderate,4:00 PM,12:00 PM,true,false,ISK,142,0,true,84,4.93,5.0,5.0,4.9,5.0,5.0,4.9,31666.0,4042514.0,144.0,18398.1,0.567,0.586,78.2,9986.3,80.9,10325.8,4.8,4.3,207,12,158,365,6431.0,818339.0,170.4,21687.5,0.378,0.436,66.7,8490.4,77.0,9796.6,4.7,4.9,34,12,56,90
3983337,Apartment near city center,"The apartment is well located near Klambratún park and Reykjavik art museum in a walking distance to the city centre and the main street Laugavegur. The apartment is on the second floor. The owners live on the first floor ready to help and give advise. Host welcome guests with keys etc. on arrival. The house is in a nice street with free parking. Location is near tour pick ups.<br />If there are more than 5 persons staying, we have a couch in the living room that can be pulled out for two to sleep in<br /><br /><b>The space</b><br />Our guest have said that the apartment is spacious and comfortable. We have been happy with the reviews we have got and glad to hear that our guest have enjoyed their stay.<br />We have also noticed that the location is what our guest have liked very much. <br />One bedroom is located from the staircase, but our guest have the whole floor. <br />There is free parking in the street.on the second floor.<br /><br /><b>Guest access</b><br />We have a new washing machine and a dryer in our garage. Up on request we allow our guest to use these machines.<br /><br /><b>Other things to note</b><br />We are often asked about convenient grocery store. We suggest a store called Bónus that is located on right hand site of the main street Laugavegur nr. 59<br />If you have a rental car there is a new Bónus store in Skipholt with free parking in front.<br /><br /><b>Registration Details</b><br />LG-REK-015808",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/23d08b39-9a19-4c1e-a391-6f1c8571923b.jpg,23,"https://a0.muscache.com/im/pictures/23d08b39-9a19-4c1e-a391-6f1c8571923b.jpg,https://a0.muscache.com/im/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6Mzk4MzMzNw%3D%3D/original/52470154-43fc-41e3-a0b1-a06c62d23edf.jpeg,https://a0.muscache.com/im/pictures/3c34775e-916a-4caf-9c51-20dc16fe2fec.jpg,https://a0.muscache.com/im/pictures/0a2f1831-5d68-4f73-ad7d-c233720653c2.jpg,https://a0.muscache.com/im/pictures/0e868766-0c22-47bc-8792-83bc758a25c1.jpg,https://a0.muscache.com/im/pictures/83ef635e-9a78-44de-9e0a-c3cf2228bd58.jpg,https://a0.muscache.com/im/pictures/d2531898-c5b0-405c-9bc7-270e4f3048c5.jpg,https://a0.muscache.com/im/pictures/c6e7f268-b150-42c3-ae45-17cb0d76ba21.jpg,https://a0.muscache.com/im/pictures/6f75d922-4902-4f45-ab7a-bfcd4c20f62b.jpg,https://a0.muscache.com/im/pictures/1a4bce07-31e5-40a6-9610-b579da0cb1d1.jpg,https://a0.muscache.com/im/pictures/be8ae6b0-4a88-4995-8010-04fdde11e181.jpg,https://a0.muscache.com/im/pictures/023bb84c-427b-4875-91d4-3d4f91f1f4ca.jpg,https://a0.muscache.com/im/pictures/cd0eb3e6-81c2-4f7b-9b2c-03e032be3a9a.jpg,https://a0.muscache.com/im/pictures/5f5da6e9-6ac3-4a01-b2d8-e92477447eea.jpg,https://a0.muscache.com/im/pictures/6325bd44-4a59-4073-a1f1-3cd7fbf33f32.jpg,https://a0.muscache.com/im/pictures/cf84f213-defc-4f77-b6c4-0fc1b2b7636e.jpg,https://a0.muscache.com/im/pictures/b72151e1-7ea0-4fa2-bad2-22f40f07eeb2.jpg,https://a0.muscache.com/im/pictures/99e3b256-46f1-4fd2-8971-28f8bae8235f.jpg,https://a0.muscache.com/im/pictures/58dd1ba2-8c0c-4a0c-b324-be6f4b664209.jpg,https://a0.muscache.com/im/pictures/2f60bb3e-0e08-4c86-ab49-b8dc1fef0f1b.jpg,https://a0.muscache.com/im/pictures/01a6ff28-3d34-45eb-9c58-6894e94733ff.jpg,https://a0.muscache.com/im/pictures/d56f8d6a-157f-433d-8c7b-4f8443b097c8.jpg,https://a0.muscache.com/im/pictures/41e80b29-4d8d-48dd-bb60-0c40c2b451b7.jpg",19618309,Viðar,"","",true,64.1374,-21.9189,7,3,4,1.0,true,"Hair dryer,Hot water,Washer,Dryer,Essentials,Hangers,Bed linens,Iron,Drying rack for clothing,Clothing storage,TV,Books and reading material,Crib,Children’s books and toys,High chair,Heating,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Coffee maker,Patio or balcony,Backyard,Free parking on premises,Free street parking",,false,3,Flexible,3:00 PM,12:00 PM,true,true,ISK,64,0,true,685,4.92,4.9,5.0,4.9,5.0,4.9,4.9,72077.0,9217902.0,227.6,29092.6,0.805,0.805,183.6,23491.9,183.6,23491.9,2.8,3.6,294,0,71,365,14599.0,1857715.0,232.6,29592.6,0.644,0.644,151.5,19283.9,151.5,19283.9,2.9,3.9,58,0,32,90
4020861,One bedroom apartment city center 1,,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/50551740/f5106b66_original.jpg,9,,17755545,Hannes,"","",true,64.1445,-21.9220,6,1,3,1.0,true,"TV,Wifi,Crib,Kitchen,Paid parking off premises,Pets allowed,Hot water,Coffee maker,Refrigerator,Dishes and silverware,Heating,Cooking basics,Paid parking on premises,Washer,Dryer,Smoke alarm,Patio or balcony,Fire extinguisher,Luggage dropoff allowed,Essentials,Hangers,Hair dryer",,false,1,Firm,,,,,ISK,17,0,,48,4.77,4.9,4.9,4.8,5.0,4.9,4.7,22386.0,2849465.0,465.4,59513.1,0.123,0.133,60.9,7747.5,65.7,8366.4,1.0,4.1,45,27,320,365,0.0,0.0,422.2,53726.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,90,90
4119848,Brand new apartment in central Rvk,"Apartment with one master bedroom, And a sofa bed. Fully equipped kitchen, sunny living room and a large bathroom. Great location - only 8 min walk to the city center and 7 min to the old harbor. Family friendly and quiet neighborhood<br /><br /><b>The space</b><br />This apartment has a under floor heating. It has a 3 meter ceiling height with great lighting.<br />All interiors are design and made by oss,<br />And most of the funiture.<br /><br /><b>Guest access</b><br />Washing machine ,Free wifi, 42\" Tv cable TV And a DvD player  Free Private parking space",Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/92341153/6b9f8bd0_original.jpg,23,"https://a0.muscache.com/im/pictures/92341153/6b9f8bd0_original.jpg,https://a0.muscache.com/im/pictures/85156710/ac074ffe_original.jpg,https://a0.muscache.com/im/pictures/92341139/d4639f59_original.jpg,https://a0.muscache.com/im/pictures/85180438/7ec83f29_original.jpg,https://a0.muscache.com/im/pictures/85180714/b9a35f93_original.jpg,https://a0.muscache.com/im/pictures/85180421/3ddd05c2_original.jpg,https://a0.muscache.com/im/pictures/92341189/bada095c_original.jpg,https://a0.muscache.com/im/pictures/85179199/8150d99d_original.jpg,https://a0.muscache.com/im/pictures/85179936/6d08e4d9_original.jpg,https://a0.muscache.com/im/pictures/92341091/77368ae6_original.jpg,https://a0.muscache.com/im/pictures/66904741/641c2d47_original.jpg,https://a0.muscache.com/im/pictures/85158562/161521fd_original.jpg,https://a0.muscache.com/im/pictures/85178454/87bf38d2_original.jpg,https://a0.muscache.com/im/pictures/92341160/79ce6eec_original.jpg,https://a0.muscache.com/im/pictures/92341175/f93556e5_original.jpg,https://a0.muscache.com/im/pictures/92341187/7243f480_original.jpg,https://a0.muscache.com/im/pictures/92341106/30f0b0ea_original.jpg,https://a0.muscache.com/im/pictures/92341128/46091566_original.jpg,https://a0.muscache.com/im/pictures/92341116/a5e5715d_original.jpg,https://a0.muscache.com/im/pictures/92341081/930b821c_original.jpg,https://a0.muscache.com/im/pictures/66904494/0c7c0569_original.jpg,https://a0.muscache.com/im/pictures/66904721/b73bd303_original.jpg,https://a0.muscache.com/im/pictures/66904690/1a073b39_original.jpg",1232997,Laufey,"","",false,64.1476,-21.9548,5,2,,1.0,false,"Hair dryer,Shampoo,Hot water,Washer,Dryer,Essentials,Hangers,Iron,TV,Air conditioning,Heating,Smoke alarm,Carbon monoxide alarm,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishes and silverware,Stove,Oven,Free parking on premises,Free street parking",,false,30,Firm,2:00 PM,11:00 AM,false,false,ISK,3778,,false,63,4.81,4.8,4.9,4.8,4.9,4.8,4.7,18424.0,2347290.0,155.8,19928.2,0.315,0.523,50.5,6430.9,83.7,10669.5,30.0,28.8,115,145,250,365,0.0,0.0,139.8,17783.8,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0,53,90,90
4127642,Urban Minimalist Design Apartment,,Entire rental unit,entire_home,https://a0.muscache.com/im/pictures/e571595e-7155-463a-9086-e1ecbf5e9922.jpg,23,,1232997,Laufey,"","",false,64.1492,-21.9564,4,2,5,1.0,false,"High chair,TV,Cable TV,Children’s books and toys,Wifi,Kitchen,Pack ’n play/Travel crib,Free parking on premises,Hot water,Body soap,Bed linens,Extra pillows and blankets,Free street parking,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Heating,Cooking basics,Oven,Stove,Washer,Dryer,Smoke alarm,Carbon monoxide alarm,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron",true,false,29,Firm,,,,,ISK,,,,111,4.85,4.9,4.9,4.8,4.9,4.9,4.8,2061.0,262261.0,184.5,23644.9,0.036,0.081,5.6,718.5,12.8,1629.0,28.6,6.5,13,204,352,365,677.0,86148.0,147.9,18817.4,0.056,0.116,7.5,957.2,15.7,2003.4,28.8,2.5,5,47,85,90
4284019,Room with a view & sunset; 50 m to the coast line!,"Private room; from your bedroom window when visible sunset and aurora borealis and coastline across the street, bus stop in front of the door; 15 minutes walk to city centre. <br />10 min. walk to supermarkets, bakery around the corner as well as some restaurants, 10 min. walk to swimming pools.",Private room in rental unit,private_room,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/113f087d-dfac-4148-ae66-8a2baa0c2b4e.jpg,30,"https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/113f087d-dfac-4148-ae66-8a2baa0c2b4e.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/43e6e60c-2d9e-4f98-8347-816a10ded31f.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/962b0516-576a-436a-8a15-120a2bb03754.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/eb422cfd-9005-4b57-a949-fe749d8c856a.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/1f8c8618-c39f-4dbc-b632-1a1c124e58e3.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/482f3f89-7ee6-4fca-a6d2-7b3836c96acc.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/216beacb-3d8b-4ea0-bbd5-559f38aca61d.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/0a424936-c24f-45c2-8844-be7395bbaf79.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/82441820-2b42-4a74-a630-2721c7c7cdf9.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/2882d178-e7fc-4bce-860f-2194634c4c2a.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/2f1887b1-7e4e-4472-9297-992fd428e38d.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/61d016c8-38ff-4c97-bc76-3fdd83d3c35a.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/68515a4a-de29-4886-810c-9f2dd4e9a014.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/bfceafa3-2b5c-412a-a541-e22af8da31ca.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/55e58bff-3aca-4996-8c6f-df451eb56d6c.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/9ae1747b-52a9-4d81-b385-3886d6f974a2.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/0e6add1e-26b5-487a-88d6-5bd3209ed6ad.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/a57d1189-1361-45f2-9c1c-a336ef2ed1e6.jpg,https://a0.muscache.com/im/pictures/airflow/Hosting-4284019/original/5ea4473e-b2e0-4248-9678-3acfdfb52dc8.jpg,https://a0.muscache.com/im/pictures/70813497/d55ec616_original.jpg,https://a0.muscache.com/im/pictures/70813464/2d9634d9_original.jpg,https://a0.muscache.com/im/pictures/70813486/96025b57_original.jpg,https://a0.muscache.com/im/pictures/70813506/60faf7ee_original.jpg,https://a0.muscache.com/im/pictures/70813522/e1304043_original.jpg,https://a0.muscache.com/im/pictures/70813535/66860b21_original.jpg,https://a0.muscache.com/im/pictures/70813418/2ac7eb1e_original.jpg,https://a0.muscache.com/im/pictures/70813420/ddd72349_original.jpg,https://a0.muscache.com/im/pictures/70813542/123e5df6_original.jpg,https://a0.muscache.com/im/pictures/70813548/b20edce7_original.jpg,https://a0.muscache.com/im/pictures/53818600/752c118b_original.jpg",22239982,Birna,"","",false,64.1500,-21.9659,,,1,0.0,false,"Hair dryer,Hot water,Essentials,Hangers,Bed linens,Iron,Heating,Smoke alarm,Fire extinguisher,First aid kit,Wifi,Kitchen,Refrigerator,Microwave,Cooking basics,Dishwasher,Stove,Oven,Coffee maker,Beach access,Outdoor furniture,Free parking on premises",,false,6,Moderate,,3:00 PM,true,false,ISK,0,0,true,157,4.94,4.9,5.0,4.8,5.0,4.8,4.9,7586.0,965311.0,99.7,12749.4,0.205,0.63,20.8,2644.7,63.7,8111.9,6.0,15.0,75,246,290,365,0.0,0.0,98.3,12514.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0,75,90,90
